Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1082,20,3,75.0,7500,1,3,3,0,0,19,1,2,0,2,5,5,1963,1963,1,1,6,6,2,0.0,3,4,1,4,4,3,0,824.0,6,0.0,216.0,1040.0,1,1,1,4,1040,0,0,1040,1.0,0.0,1,1,3,1,3,5,6,0,1,1963.0,0,1.0,308.0,5,5,2,0,0,220,0,0,0,0,6,2010,8,4,133000.0
1083,20,3,70.0,8749,1,3,3,4,0,5,2,2,0,2,7,5,2002,2002,1,1,12,13,1,100.0,2,4,2,2,4,3,6,0.0,6,0.0,1459.0,1459.0,1,0,1,4,1459,0,0,1459,0.0,0.0,2,0,3,1,2,6,6,1,1,2002.0,2,2.0,527.0,5,5,2,192,39,0,0,0,0,0,9,2007,8,4,192000.0
1084,20,3,80.0,8800,1,3,3,4,0,12,2,2,0,2,6,6,1964,1964,3,1,6,6,1,425.0,3,4,1,4,4,3,1,553.0,6,0.0,698.0,1251.0,1,4,1,4,1251,0,0,1251,1.0,0.0,1,0,3,1,3,6,6,2,1,1964.0,2,1.0,461.0,5,5,2,0,116,0,0,0,0,700,3,2006,8,4,160000.0
1085,60,3,69.30579531442663,13031,1,1,3,0,0,8,2,2,0,5,6,5,1995,1996,1,1,6,6,2,0.0,3,4,2,2,4,3,0,592.0,6,0.0,99.0,691.0,1,2,1,4,691,807,0,1498,0.0,0.0,2,1,3,1,3,6,6,1,1,1995.0,0,2.0,409.0,5,5,2,315,44,0,0,0,0,0,7,2006,8,4,187500.0
1086,85,3,73.0,9069,1,3,3,4,0,20,2,2,0,6,6,6,1992,1992,1,1,6,6,2,0.0,3,4,2,2,4,0,2,747.0,6,0.0,189.0,936.0,1,0,1,4,996,0,0,996,1.0,0.0,1,0,2,1,2,5,6,0,1,1992.0,3,2.0,564.0,5,5,2,120,0,0,0,0,0,0,4,2010,8,4,147000.0
1087,160,4,69.30579531442663,1974,1,3,3,4,0,10,2,2,4,5,4,5,1973,1973,1,1,5,5,2,0.0,3,4,1,4,4,3,1,334.0,6,0.0,212.0,546.0,1,4,1,4,546,546,0,1092,0.0,0.0,1,1,3,1,3,6,6,0,1,1973.0,2,1.0,286.0,5,5,2,120,96,0,0,0,0,0,5,2010,8,4,83500.0
1088,60,1,85.0,10574,1,3,3,4,0,21,2,2,0,5,8,5,2005,2006,1,1,12,13,2,0.0,2,4,2,2,4,2,6,0.0,6,0.0,1082.0,1082.0,1,0,1,4,1082,871,0,1953,0.0,0.0,2,1,3,1,2,9,6,1,1,2005.0,2,3.0,1043.0,5,5,2,160,50,0,0,0,0,0,5,2009,8,4,252000.0
1089,160,4,24.0,2522,1,3,3,4,0,7,2,2,3,5,7,5,2004,2004,1,1,12,13,3,50.0,2,4,2,2,4,3,6,0.0,6,0.0,970.0,970.0,1,0,1,4,970,739,0,1709,0.0,0.0,2,0,3,1,2,7,0,0,5,2004.0,3,2.0,380.0,5,5,2,0,40,0,0,0,0,0,4,2006,8,4,137500.0
1090,120,1,37.0,3316,1,0,3,4,0,21,2,2,4,2,8,5,2005,2005,1,1,8,8,2,0.0,2,4,2,2,4,3,2,1039.0,6,0.0,208.0,1247.0,1,0,1,4,1247,0,0,1247,1.0,0.0,1,1,1,1,2,4,6,1,1,2005.0,0,2.0,550.0,5,5,2,0,84,0,0,0,0,0,4,2006,8,4,197000.0
1091,90,3,60.0,8544,1,3,3,0,0,12,2,2,2,2,3,4,1950,1950,1,1,3,3,2,0.0,3,4,3,3,2,4,4,0.0,4,0.0,0.0,0.0,5,1,0,0,1040,0,0,1040,0.0,0.0,2,0,2,2,3,6,6,0,5,1987.0,3,2.0,400.0,5,5,2,0,0,0,0,0,0,0,6,2009,8,4,92900.0
1092,160,1,24.0,2160,1,3,3,4,0,21,2,2,3,5,7,5,1999,2000,1,1,8,8,1,212.0,2,4,2,2,4,3,1,510.0,6,0.0,90.0,600.0,1,0,1,4,624,628,0,1252,1.0,0.0,2,1,2,1,2,4,6,0,5,1999.0,3,2.0,462.0,5,5,2,0,48,0,0,0,0,0,3,2008,8,4,160000.0
1093,50,3,60.0,8400,1,3,0,4,0,18,2,2,0,0,6,5,1925,1950,1,1,8,8,2,0.0,3,4,2,4,4,3,5,423.0,6,0.0,758.0,1181.0,1,1,1,4,1390,304,0,1694,0.0,0.0,2,0,4,1,3,7,6,1,5,1925.0,3,2.0,576.0,5,5,2,342,0,128,0,0,0,0,6,2008,8,4,136500.0
1094,20,3,71.0,9230,1,3,3,0,0,12,1,2,0,2,5,8,1965,1998,3,1,8,8,1,166.0,3,4,1,4,4,2,2,661.0,6,0.0,203.0,864.0,1,2,1,4,1200,0,0,1200,1.0,0.0,1,1,1,1,2,6,6,0,5,1977.0,3,2.0,884.0,5,5,2,0,64,0,0,0,0,0,10,2006,8,4,146000.0
1095,20,3,74.0,5868,1,3,3,4,0,12,2,2,0,2,5,7,1956,2000,1,1,8,8,2,0.0,3,4,1,4,4,3,1,248.0,5,240.0,448.0,936.0,1,0,1,4,936,0,0,936,1.0,0.0,1,0,2,1,3,4,6,0,1,1956.0,0,1.0,308.0,5,5,2,0,0,80,0,160,0,0,5,2010,8,4,129000.0
1096,20,3,78.0,9317,1,0,3,4,0,5,2,2,0,2,6,5,2006,2006,1,1,12,13,2,0.0,2,4,2,2,4,3,2,24.0,6,0.0,1290.0,1314.0,1,2,1,4,1314,0,0,1314,0.0,0.0,2,0,3,1,2,6,6,1,1,2006.0,2,2.0,440.0,5,5,2,0,22,0,0,0,0,0,3,2007,8,4,176432.0
1097,70,4,60.0,6882,1,3,3,4,0,9,2,2,0,5,6,7,1914,2006,1,1,13,14,2,0.0,3,4,2,4,4,3,6,0.0,6,0.0,684.0,684.0,1,4,1,4,773,582,0,1355,0.0,0.0,1,1,3,1,2,7,6,0,6,0.0,1,0.0,0.0,3,3,2,136,0,115,0,0,0,0,3,2007,8,4,127000.0
1098,120,3,69.30579531442663,3696,1,3,3,4,0,22,2,2,4,2,8,5,1986,1986,1,1,6,6,2,0.0,2,4,1,2,4,3,6,0.0,6,0.0,1074.0,1074.0,1,0,1,4,1088,0,0,1088,0.0,0.0,1,1,2,1,2,5,6,0,1,1987.0,2,2.0,461.0,5,5,2,0,74,137,0,0,0,0,10,2007,8,4,170000.0
1099,50,4,50.0,6000,1,3,3,4,0,3,2,2,0,0,4,6,1936,1950,1,1,8,8,2,0.0,3,4,0,4,4,3,1,672.0,6,0.0,0.0,672.0,1,4,1,4,757,567,0,1324,0.0,0.0,1,0,3,1,3,6,6,0,5,1936.0,3,1.0,240.0,5,5,2,0,0,0,0,0,0,0,7,2009,8,4,128000.0
1100,20,3,82.0,11880,1,0,3,4,0,14,6,2,0,2,7,5,1978,1978,1,1,9,10,1,206.0,3,4,1,2,4,3,0,704.0,6,0.0,567.0,1271.0,1,4,1,4,1601,0,0,1601,0.0,0.0,2,0,3,1,3,7,6,1,1,1978.0,2,2.0,478.0,5,5,2,0,0,0,0,0,0,0,4,2009,0,0,157000.0
1101,30,3,60.0,8400,1,3,0,4,0,18,2,2,0,2,2,5,1920,1950,1,1,13,14,2,0.0,3,4,1,4,0,3,5,290.0,6,0.0,0.0,290.0,1,4,0,1,438,0,0,438,0.0,0.0,1,0,1,1,1,3,6,0,5,1930.0,3,1.0,246.0,5,5,0,0,0,0,0,0,0,0,1,2009,8,4,60000.0
1102,20,3,61.0,9758,1,0,3,4,0,12,2,2,0,2,5,5,1971,1971,1,1,6,8,2,0.0,3,4,1,4,4,3,1,412.0,3,287.0,251.0,950.0,1,4,1,4,950,0,0,950,0.0,0.0,1,0,3,1,3,5,6,0,5,1981.0,3,1.0,280.0,5,5,2,0,0,0,0,0,0,0,7,2007,8,4,119500.0
1103,20,3,70.0,7000,1,3,3,4,0,12,2,2,0,2,5,7,1960,2002,1,1,13,14,1,45.0,3,4,1,4,4,3,5,588.0,6,0.0,422.0,1010.0,1,0,1,4,1134,0,0,1134,0.0,0.0,1,0,2,1,3,6,6,0,1,1960.0,2,1.0,254.0,5,5,2,0,16,0,0,0,0,0,4,2007,8,3,135000.0
1104,20,3,79.0,8910,1,3,3,0,0,12,2,2,0,2,6,6,1959,1959,3,1,3,3,2,0.0,3,4,1,4,4,2,0,655.0,6,0.0,0.0,655.0,1,0,1,4,1194,0,0,1194,0.0,1.0,1,0,3,1,3,6,6,1,3,1954.0,0,2.0,539.0,5,5,2,0,0,192,0,0,0,0,7,2006,8,4,159500.0
1105,160,4,24.0,2016,1,3,3,4,0,2,2,2,4,5,5,5,1970,1970,1,1,6,6,1,304.0,3,4,1,4,4,3,6,0.0,6,0.0,630.0,630.0,1,4,1,4,630,672,0,1302,0.0,0.0,2,1,3,1,3,6,6,0,5,1970.0,3,2.0,440.0,5,5,2,0,0,0,0,0,0,0,4,2007,8,4,106000.0
1106,60,3,98.0,12256,1,0,3,0,0,15,2,2,0,5,8,5,1994,1995,1,1,6,6,1,362.0,2,4,2,0,4,0,2,1032.0,6,0.0,431.0,1463.0,1,0,1,4,1500,1122,0,2622,1.0,0.0,2,1,3,1,2,9,6,2,1,1994.0,2,2.0,712.0,5,5,2,186,32,0,0,0,0,0,4,2010,8,4,325000.0
1107,20,3,114.0,10357,1,0,3,0,0,20,1,2,0,2,7,5,1990,1991,3,1,6,6,2,0.0,2,4,2,2,4,2,2,738.0,6,0.0,172.0,910.0,1,2,1,4,1442,0,0,1442,1.0,0.0,2,0,3,1,2,6,6,1,1,1990.0,0,2.0,719.0,5,5,2,0,244,0,0,0,0,0,5,2007,8,4,179900.0
1108,60,3,168.0,23257,1,2,1,1,0,8,2,2,0,5,7,5,2006,2006,1,1,12,13,2,0.0,2,4,2,0,1,3,6,0.0,6,0.0,868.0,868.0,1,0,1,4,887,1134,0,2021,0.0,0.0,2,1,3,1,2,9,6,1,3,2006.0,2,2.0,422.0,5,5,2,0,100,0,0,0,0,0,9,2006,6,5,274725.0
1109,60,3,69.30579531442663,8063,1,3,3,4,0,8,2,2,0,5,6,5,2000,2000,1,1,12,13,2,0.0,3,4,2,2,4,3,6,0.0,6,0.0,924.0,924.0,1,0,1,4,948,742,0,1690,0.0,0.0,2,1,3,1,3,7,6,1,1,2000.0,2,2.0,463.0,5,5,2,100,48,0,0,0,0,0,11,2007,8,0,181000.0
1110,20,3,107.0,11362,1,0,3,4,0,16,2,2,0,2,8,5,2004,2005,1,1,8,8,3,42.0,2,4,2,0,4,2,2,1039.0,6,0.0,797.0,1836.0,1,0,1,4,1836,0,0,1836,1.0,0.0,2,0,3,1,2,7,6,1,1,2004.0,0,3.0,862.0,5,5,2,125,185,0,0,0,0,0,3,2009,8,4,280000.0
1111,60,3,69.30579531442663,8000,1,3,3,4,0,8,2,2,0,5,6,5,1995,1996,1,1,6,6,2,0.0,3,4,2,2,4,3,2,219.0,6,0.0,554.0,773.0,1,2,1,4,773,885,0,1658,1.0,0.0,2,1,3,1,3,8,6,1,1,1995.0,0,2.0,431.0,5,5,2,224,84,0,0,0,0,0,6,2008,8,4,188000.0
1112,60,3,80.0,10480,1,3,3,4,0,14,2,2,0,5,7,6,1976,1976,3,1,9,10,1,660.0,3,4,1,4,4,3,0,403.0,6,0.0,400.0,803.0,1,4,1,4,1098,866,0,1964,0.0,0.0,2,1,4,1,3,8,6,1,1,1976.0,2,2.0,483.0,5,5,2,0,69,0,0,0,0,0,9,2008,8,4,205000.0
1113,20,3,73.0,7100,1,0,3,0,0,12,2,2,0,2,5,7,1957,1957,1,1,14,15,2,0.0,3,4,1,4,4,3,2,708.0,6,0.0,108.0,816.0,1,4,1,0,816,0,0,816,1.0,0.0,1,0,2,1,3,5,6,0,5,1957.0,3,1.0,308.0,5,5,2,0,0,0,0,0,0,0,7,2006,8,4,129900.0
1114,20,3,66.0,8923,1,3,3,4,0,12,2,2,0,2,5,7,1953,2006,1,1,13,14,2,0.0,3,4,1,4,4,3,1,643.0,6,0.0,365.0,1008.0,1,2,1,4,1008,0,0,1008,1.0,0.0,1,0,2,1,2,6,6,0,1,1953.0,3,1.0,240.0,5,5,2,0,18,0,0,0,0,0,5,2007,8,4,134500.0
1115,20,3,90.0,5400,1,3,3,4,0,17,2,2,0,2,5,7,1954,2000,1,1,8,8,2,0.0,3,2,1,4,4,3,5,415.0,6,0.0,418.0,833.0,1,0,1,4,833,0,0,833,0.0,0.0,1,0,2,1,2,4,6,0,5,1955.0,3,1.0,326.0,5,5,2,0,0,0,0,0,0,0,8,2006,8,4,117000.0
1116,20,3,93.0,12085,1,3,3,4,0,16,2,2,0,2,8,5,2007,2007,3,1,12,13,3,328.0,2,4,2,0,4,3,2,1004.0,6,0.0,730.0,1734.0,1,0,1,4,1734,0,0,1734,1.0,0.0,2,0,3,1,0,7,6,1,1,2007.0,2,3.0,928.0,5,5,2,0,0,0,0,0,0,0,11,2007,6,5,318000.0
1117,80,3,69.30579531442663,7750,1,3,3,4,0,8,2,2,0,7,8,5,2002,2002,3,1,12,13,2,0.0,2,4,2,2,4,3,2,353.0,6,0.0,55.0,408.0,1,0,1,4,779,640,0,1419,1.0,0.0,2,1,3,1,2,7,6,1,3,2002.0,0,2.0,527.0,5,5,2,120,0,0,0,0,0,0,3,2009,8,4,184100.0
1118,20,3,57.0,9764,1,0,3,2,0,19,1,2,0,2,5,7,1967,2003,1,1,12,13,2,0.0,3,4,1,4,4,3,1,702.0,6,0.0,192.0,894.0,1,0,1,4,894,0,0,894,1.0,0.0,1,0,3,1,2,5,6,0,1,1967.0,2,2.0,450.0,5,5,2,0,0,0,0,0,0,0,5,2008,8,4,130000.0
1119,80,3,85.0,13825,1,3,3,4,0,19,2,2,0,7,5,6,1958,1987,1,1,8,8,2,0.0,3,2,1,4,4,3,6,0.0,6,0.0,533.0,533.0,1,4,1,4,1021,580,0,1601,0.0,1.0,1,0,3,1,3,6,3,0,3,1958.0,2,1.0,300.0,5,5,2,280,34,0,0,0,0,0,12,2008,8,4,140000.0
1120,20,3,70.0,7560,1,3,3,4,0,12,2,2,0,2,5,5,1959,1959,1,1,3,14,2,0.0,3,4,1,4,4,3,3,369.0,6,0.0,671.0,1040.0,1,4,1,0,1040,0,0,1040,0.0,0.0,1,0,3,1,3,6,6,0,1,1959.0,2,1.0,286.0,5,5,2,140,0,252,0,0,0,0,7,2006,8,4,133700.0
1121,30,4,59.0,8263,1,3,0,4,1,9,2,2,0,2,6,5,1920,1950,1,1,3,3,2,0.0,3,4,0,4,4,3,6,0.0,6,0.0,1012.0,1012.0,1,4,1,0,1012,0,0,1012,0.0,0.0,1,0,2,1,3,6,6,1,5,1920.0,3,1.0,308.0,5,5,2,0,22,112,0,0,0,0,5,2007,8,4,118400.0
1122,20,3,84.0,10084,1,3,3,4,0,5,2,2,0,2,7,5,2005,2006,1,1,12,13,1,196.0,2,4,2,2,4,0,2,24.0,6,0.0,1528.0,1552.0,1,0,1,4,1552,0,0,1552,0.0,0.0,2,0,3,1,2,7,6,0,1,2005.0,2,3.0,782.0,5,5,2,144,20,0,0,0,0,0,7,2006,6,5,212900.0
1123,20,3,69.30579531442663,8926,1,0,3,0,0,7,2,2,0,2,4,3,1956,1956,1,1,0,0,2,0.0,3,4,1,4,4,3,6,0.0,6,0.0,672.0,672.0,1,0,1,0,960,0,0,960,0.0,0.0,1,0,3,1,3,5,6,0,2,1956.0,3,1.0,288.0,5,5,2,64,0,0,0,160,0,0,10,2009,0,0,112000.0
1124,20,3,50.0,9405,1,3,3,4,0,7,2,2,0,2,5,9,1947,2008,3,1,12,13,2,0.0,3,0,1,4,4,3,6,0.0,6,0.0,698.0,698.0,1,0,1,4,698,0,0,698,0.0,1.0,1,0,2,1,3,4,6,0,6,0.0,1,0.0,0.0,3,3,2,0,200,0,0,0,0,0,6,2009,8,4,118000.0
1125,80,3,69.30579531442663,9125,1,0,3,4,0,8,2,2,0,7,7,5,1992,1992,1,1,6,6,1,170.0,3,4,2,2,4,3,6,0.0,6,0.0,384.0,384.0,1,2,1,4,812,670,0,1482,0.0,0.0,2,1,3,1,2,7,6,1,1,1992.0,0,2.0,392.0,5,5,2,100,25,0,0,0,0,0,7,2007,8,4,163900.0
1126,20,3,60.0,10434,1,3,3,4,0,12,2,2,0,2,4,5,1955,1955,1,1,9,10,2,0.0,3,4,1,4,4,3,6,0.0,6,0.0,1005.0,1005.0,1,4,1,4,1005,0,0,1005,0.0,0.0,1,0,2,1,1,5,6,1,5,1977.0,3,2.0,672.0,1,1,2,0,0,0,0,0,0,0,11,2009,8,4,115000.0
1127,120,3,53.0,3684,1,3,3,4,0,0,2,2,4,2,7,5,2007,2007,3,1,12,13,1,130.0,2,4,2,2,4,3,6,0.0,6,0.0,1373.0,1373.0,1,0,1,4,1555,0,0,1555,0.0,0.0,2,0,2,1,2,7,6,1,1,2007.0,0,3.0,660.0,5,5,2,143,20,0,0,0,0,0,6,2009,8,4,174000.0
1128,20,3,182.0,14572,1,2,3,0,0,8,2,2,0,2,7,5,2004,2004,3,1,12,13,2,0.0,2,4,2,2,4,0,2,1300.0,6,0.0,230.0,1530.0,1,0,1,4,1530,0,0,1530,1.0,0.0,2,0,3,1,2,7,6,1,1,2004.0,0,3.0,630.0,5,5,2,144,36,0,0,0,0,0,11,2007,8,3,259000.0
1129,60,3,59.0,11796,1,0,3,4,0,8,2,2,0,5,7,5,2004,2005,1,1,12,13,2,0.0,2,4,2,2,4,0,6,0.0,6,0.0,847.0,847.0,1,0,1,4,847,1112,0,1959,0.0,0.0,2,1,4,1,2,8,6,1,3,2004.0,0,2.0,434.0,5,5,2,100,48,0,0,0,0,0,7,2007,8,4,215000.0
1130,90,4,60.0,7200,1,3,3,4,0,17,2,2,2,6,5,5,1980,1980,1,1,8,8,1,180.0,3,4,1,2,4,1,2,936.0,6,0.0,0.0,936.0,1,4,1,4,936,0,0,936,1.0,0.0,1,0,2,1,3,4,6,0,5,1980.0,3,2.0,672.0,5,5,2,49,0,0,0,0,0,0,8,2007,8,4,140000.0
1131,50,3,65.0,7804,1,3,3,4,0,18,2,2,0,0,4,3,1928,1950,1,1,14,10,2,0.0,3,4,0,4,4,3,1,622.0,6,0.0,500.0,1122.0,1,4,1,4,1328,653,0,1981,1.0,0.0,2,0,4,1,2,7,3,2,5,1981.0,3,2.0,576.0,5,5,2,431,44,0,0,0,0,0,12,2009,8,4,135000.0
1132,20,3,63.0,10712,1,3,3,4,0,11,2,2,0,2,5,5,1991,1992,1,1,6,6,2,0.0,3,4,2,2,4,2,1,212.0,6,0.0,762.0,974.0,1,4,1,4,974,0,0,974,0.0,0.0,1,0,3,1,3,5,6,0,6,0.0,1,0.0,0.0,3,3,2,0,28,0,0,0,0,0,9,2007,7,0,93500.0
1133,70,4,90.0,9900,1,3,3,4,0,17,2,2,0,5,6,4,1880,1950,1,1,13,14,2,0.0,3,4,0,4,4,2,6,0.0,6,0.0,1008.0,1008.0,2,4,1,4,1178,1032,0,2210,0.0,0.0,2,0,5,1,1,8,6,0,5,1930.0,3,1.0,205.0,1,5,0,0,48,0,0,0,0,0,5,2007,8,4,117500.0
1134,60,3,80.0,9828,1,0,3,4,0,20,2,2,0,5,8,5,1995,1995,1,1,12,13,2,0.0,2,4,2,2,4,3,2,584.0,6,0.0,544.0,1128.0,1,0,1,4,1142,878,0,2020,0.0,0.0,2,1,3,1,2,8,6,1,1,1995.0,2,2.0,466.0,5,5,2,0,155,0,0,0,0,0,6,2009,8,4,239500.0
1135,60,3,57.0,8773,1,0,1,4,0,8,2,2,0,5,6,5,1997,1997,1,1,12,13,2,0.0,3,4,2,2,4,0,6,0.0,6,0.0,916.0,916.0,1,2,1,4,916,684,0,1600,0.0,0.0,2,1,3,1,3,7,6,1,1,1997.0,0,2.0,460.0,5,5,2,100,38,0,0,0,0,0,8,2007,8,4,169000.0
1136,30,4,60.0,6180,1,3,3,0,0,3,2,2,0,2,6,5,1926,1950,1,1,13,14,2,0.0,3,4,0,4,4,3,6,0.0,6,0.0,960.0,960.0,1,4,0,4,986,0,0,986,0.0,0.0,1,0,2,1,3,5,6,1,5,1926.0,3,1.0,180.0,5,5,2,0,128,0,0,0,0,0,5,2007,8,4,102000.0
1137,50,3,80.0,9600,1,3,3,4,0,12,2,2,0,0,6,5,1950,1950,1,1,12,13,2,0.0,3,4,1,4,4,3,1,280.0,6,0.0,752.0,1032.0,1,4,1,0,1032,220,0,1252,0.0,0.0,1,0,3,1,3,6,6,0,1,1950.0,3,1.0,288.0,5,5,2,0,0,96,0,0,0,0,4,2008,8,0,119000.0
1138,50,3,54.0,6342,1,3,3,4,0,19,1,2,0,0,5,8,1875,1996,1,1,12,13,2,0.0,3,2,1,4,4,3,6,0.0,6,0.0,780.0,780.0,1,2,0,4,780,240,0,1020,0.0,0.0,1,0,2,1,3,6,6,0,6,0.0,1,0.0,0.0,3,3,0,0,0,176,0,0,0,0,5,2010,8,4,94000.0
1139,20,3,69.30579531442663,9819,1,0,3,4,1,11,2,2,0,2,6,5,1977,1977,1,1,9,7,2,0.0,3,4,2,4,4,1,0,1567.0,6,0.0,0.0,1567.0,1,4,1,4,1567,0,0,1567,1.0,0.0,2,0,2,1,2,5,6,2,1,1977.0,2,2.0,714.0,5,5,2,264,32,0,0,0,0,0,5,2009,8,4,196000.0
1140,30,3,98.0,8731,1,0,3,4,0,3,2,2,0,2,5,5,1920,1950,1,1,11,12,2,0.0,3,1,0,4,4,3,1,645.0,6,0.0,270.0,915.0,1,4,1,4,1167,0,0,1167,0.0,0.0,1,0,3,1,3,6,0,1,5,1972.0,3,2.0,495.0,5,5,2,0,0,216,0,126,0,0,5,2007,8,4,144000.0
1141,20,3,60.0,7350,1,3,3,0,0,12,2,2,0,2,5,7,1951,1951,1,1,6,6,2,0.0,3,4,1,4,4,2,0,852.0,6,0.0,100.0,952.0,1,4,1,4,952,0,0,952,1.0,0.0,1,0,2,1,3,4,6,0,5,1988.0,3,2.0,840.0,5,5,2,0,0,0,0,0,0,0,6,2008,0,0,139000.0
1142,60,3,69.30579531442663,10304,1,0,3,1,0,14,4,2,0,5,5,7,1976,1976,1,1,9,10,1,44.0,3,2,1,4,4,3,0,381.0,6,0.0,399.0,780.0,1,0,1,4,1088,780,0,1868,1.0,0.0,2,1,4,1,2,9,6,1,1,1976.0,3,2.0,484.0,5,5,2,448,96,0,0,0,0,0,10,2009,8,4,197500.0
1143,60,3,77.0,9965,1,3,3,4,0,5,2,2,0,5,8,5,2006,2007,3,1,12,13,3,340.0,2,4,2,0,4,1,2,1150.0,6,0.0,316.0,1466.0,1,0,1,4,1466,1362,0,2828,1.0,0.0,3,0,4,1,2,11,6,1,3,2006.0,2,3.0,1052.0,5,5,2,125,144,0,0,0,0,0,4,2007,6,5,424870.0
1144,20,3,69.30579531442663,9000,1,3,3,4,0,19,2,2,0,2,5,3,1959,1959,1,1,13,10,2,0.0,3,4,1,4,4,3,2,288.0,6,0.0,718.0,1006.0,1,4,1,4,1006,0,0,1006,0.0,0.0,1,0,3,1,3,5,6,0,6,0.0,1,0.0,0.0,3,3,2,0,24,0,0,0,0,0,7,2008,8,4,80000.0
1145,190,3,60.0,12180,1,3,3,4,0,7,2,2,1,0,4,4,1941,1950,1,1,8,8,2,0.0,3,1,0,2,4,3,1,348.0,6,0.0,324.0,672.0,3,1,0,0,672,252,0,924,1.0,0.0,1,0,2,1,1,5,6,0,5,1941.0,3,1.0,280.0,5,5,2,0,0,0,0,0,0,0,7,2010,8,4,80000.0
1146,50,4,52.0,6240,1,3,3,4,0,3,2,2,0,0,5,6,1928,1950,1,1,8,8,2,0.0,3,4,0,4,4,3,6,0.0,6,0.0,1042.0,1042.0,1,0,1,4,1042,534,0,1576,0.0,0.0,1,0,3,1,3,8,6,1,5,1928.0,3,1.0,225.0,5,5,2,0,0,0,0,0,0,0,8,2006,8,3,149000.0
1147,20,3,69.30579531442663,11200,1,3,3,4,0,20,2,2,0,2,6,5,1985,1985,1,1,13,15,1,85.0,2,4,1,2,4,3,2,1258.0,6,0.0,40.0,1298.0,1,4,1,4,1298,0,0,1298,1.0,0.0,2,0,3,1,2,5,6,1,1,1985.0,3,2.0,403.0,5,5,2,165,26,0,0,0,0,0,5,2006,8,4,180000.0
1148,70,3,75.0,12000,1,3,0,4,0,6,2,2,0,5,7,7,1941,1950,1,1,8,8,2,0.0,3,4,1,4,4,3,5,275.0,6,0.0,429.0,704.0,1,0,1,4,860,704,0,1564,0.0,0.0,1,1,3,1,1,7,6,1,1,1941.0,3,1.0,234.0,5,5,2,0,0,0,0,0,0,0,7,2009,8,4,174500.0
1149,50,4,69.30579531442663,5700,1,3,3,4,0,17,2,2,0,0,7,7,1926,1950,1,1,13,14,2,0.0,3,4,2,4,4,3,6,0.0,6,0.0,572.0,572.0,1,4,1,4,572,539,0,1111,0.0,0.0,1,0,2,1,3,5,6,1,5,1982.0,3,1.0,288.0,5,5,2,0,0,176,0,0,0,0,8,2008,8,4,116900.0
1150,70,4,50.0,9000,1,3,3,4,0,17,0,2,0,5,7,9,1920,1988,3,1,12,13,2,0.0,3,2,2,4,4,3,0,624.0,6,0.0,26.0,650.0,1,0,1,4,832,650,0,1482,0.0,1.0,1,0,3,1,3,7,6,0,5,1930.0,3,2.0,324.0,5,5,2,0,0,0,0,0,0,0,7,2009,8,4,143000.0
1151,20,3,57.0,8280,1,0,3,4,0,12,2,2,0,2,6,5,1950,1950,1,1,3,3,2,0.0,3,4,1,4,4,3,6,0.0,6,0.0,932.0,932.0,1,0,1,0,932,0,0,932,0.0,0.0,1,0,2,1,2,4,6,1,1,1950.0,3,1.0,306.0,5,5,2,0,0,214,0,0,0,0,11,2007,8,4,124000.0
1152,20,3,134.0,17755,1,3,3,4,0,7,2,2,0,2,5,4,1959,1959,1,1,6,10,1,132.0,3,4,1,4,4,3,1,176.0,6,0.0,1290.0,1466.0,1,4,1,4,1466,0,0,1466,0.0,0.0,1,1,3,1,1,6,6,2,1,1959.0,0,2.0,528.0,5,5,2,0,140,0,0,100,0,0,11,2006,8,4,149900.0
1153,20,3,90.0,14115,1,0,3,4,0,6,2,2,0,2,6,7,1956,2004,1,1,10,11,2,0.0,3,4,2,4,4,3,0,296.0,2,547.0,230.0,1073.0,1,0,1,4,1811,0,0,1811,0.0,0.0,1,0,2,1,0,6,6,1,1,1956.0,0,2.0,470.0,5,5,2,0,0,280,0,0,0,0,7,2006,8,0,230000.0
1154,30,4,69.30579531442663,5890,1,3,3,0,0,9,2,2,0,2,6,8,1930,2007,1,1,13,14,2,0.0,2,2,0,4,4,0,0,538.0,6,0.0,278.0,816.0,1,0,1,4,816,0,0,816,0.0,0.0,1,0,2,1,3,5,6,0,5,2002.0,3,1.0,432.0,5,5,2,0,0,96,0,0,0,0,6,2008,8,4,120500.0
